,state,county,candidate,party,total_votes,won,fips,state_code,male,female,median_age,population,female_percentage,lat,long,color
15434,Virginia,Salem city,Donald Trump,REP,7683,True,51775,VA,11902,13617,41.3,25519,53.36024138876915,37.28642265569715,-80.05546176142218,red
15438,Virginia,Staunton city,Joe Biden,DEM,6981,True,51790,VA,11198,13254,42.5,24452,54.20415507933912,38.15929241527403,-79.06113614773854,blue
15442,Virginia,Suffolk city,Joe Biden,DEM,28676,True,51800,VA,43085,46075,38.2,89160,51.676760879318074,36.695318122407954,-76.63983900498262,blue
15446,Virginia,Virginia Beach city,Joe Biden,DEM,117393,True,51810,VA,221285,228850,35.9,450135,50.84030346451621,36.73353798092837,-76.04348547860994,blue
15450,Virginia,Waynesboro city,Donald Trump,REP,5507,True,51820,VA,10660,11266,39.4,21926,51.38192100702362,38.067410662847664,-78.9013556744502,red
15454,Virginia,Williamsburg city,Joe Biden,DEM,4790,True,51830,VA,6727,8061,24.6,14788,54.51041384906681,37.269244697917756,-76.70761651287368,blue
15458,Virginia,Winchester city,Joe Biden,DEM,6610,True,51840,VA,13573,14216,37.3,27789,51.15693259922991,39.173513420712396,-78.17461170764297,blue
15462,Washington,Adams County,Donald Trump,REP,3907,True,53001,WA,9844,9608,28.3,19452,49.39337857289738,46.983382336220274,-118.56058043313999,red
15469,Washington,Asotin County,Donald Trump,REP,7319,True,53003,WA,10721,11616,45.0,22337,52.0034024264673,46.19182074555464,-117.20303346496166,red
15476,Washington,Benton County,Donald Trump,REP,60365,True,53005,WA,97139,97029,35.7,194168,49.971674014255704,46.23980804608087,-119.51121769291628,red
15483,Washington,Chelan County,Donald Trump,REP,22746,True,53007,WA,37764,37993,40.2,75757,50.15114114867272,47.869220607019244,-120.6189726527004,red
15490,Washington,Clallam County,Joe Biden,DEM,24721,True,53009,WA,36857,37630,50.5,74487,50.51888248956193,48.0493223698826,-123.92799738845517,blue
15497,Washington,Clark County,Joe Biden,DEM,140324,True,53011,WA,230092,235292,38.2,465384,50.55867842469874,45.77920927703085,-122.4825200476553,blue
15504,Washington,Columbia County,Donald Trump,REP,1754,True,53013,WA,1930,2071,49.4,4001,51.76205948512872,46.29752640636587,-117.90777481962736,red
15511,Washington,Cowlitz County,Donald Trump,REP,34424,True,53015,WA,51937,53175,41.5,105112,50.588895654159366,46.193241549033395,-122.68100236398334,red
15518,Washington,Douglas County,Donald Trump,REP,12955,True,53017,WA,20821,20550,37.1,41371,49.67247588890769,47.73610351683246,-119.69178815551308,red
15525,Washington,Ferry County,Donald Trump,REP,2771,True,53019,WA,3884,3692,49.6,7576,48.73284054910243,48.4702889152787,-118.51658914071956,red
15532,Washington,Franklin County,Donald Trump,REP,18039,True,53021,WA,47145,43515,30.0,90660,47.998014559894116,46.53472740968529,-118.89896929575896,red
15539,Washington,Garfield County,Donald Trump,REP,1069,True,53023,WA,1099,1125,45.5,2224,50.584532374100725,46.431638916222255,-117.54516733519932,red
15546,Washington,Grant County,Donald Trump,REP,24764,True,53025,WA,48099,46761,32.7,94860,49.294750158127755,47.20568100554586,-119.45175205482307,red
15553,Washington,Grays Harbor County,Donald Trump,REP,19877,True,53027,WA,36981,34986,43.7,71967,48.61394805952728,47.150245490424936,-123.77350634799411,red
15560,Washington,Island County,Joe Biden,DEM,29213,True,53029,WA,40781,40855,44.2,81636,50.045323141751176,48.16300542635361,-122.54807098463483,blue
15567,Washington,Jefferson County,Joe Biden,DEM,17204,True,53031,WA,15354,15502,57.9,30856,50.23982369717397,47.74888658050615,-123.59526487036007,blue
15574,Washington,King County,Joe Biden,DEM,907310,True,53033,WA,1082940,1080317,37.1,2163257,49.93937382382214,47.490249075141705,-121.80523369126001,blue
15581,Washington,Kitsap County,Joe Biden,DEM,90277,True,53035,WA,134094,128381,39.0,262475,48.911705876750176,47.613165074303076,-122.67172296943045,blue
15588,Washington,Kittitas County,Donald Trump,REP,14105,True,53037,WA,22555,22270,33.1,44825,49.68209704406024,47.1243998546665,-120.67987779733835,red
15595,Washington,Klickitat County,Donald Trump,REP,7237,True,53039,WA,10751,10645,46.6,21396,49.752290147691156,45.87379703803709,-120.78912078101575,red
15602,Washington,Lewis County,Donald Trump,REP,29391,True,53041,WA,38509,38438,43.1,76947,49.953864348187714,46.57777294068943,-122.39268292835771,red
15609,Washington,Lincoln County,Donald Trump,REP,5150,True,53043,WA,5311,5124,48.4,10435,49.103977000479155,47.57626322315691,-118.41872723480871,red
15616,Washington,Mason County,Donald Trump,REP,18710,True,53045,WA,32413,30214,45.6,62627,48.244367445351045,47.348394436874045,-123.19272413907076,red
15623,Washington,Okanogan County,Donald Trump,REP,11840,True,53047,WA,21061,20577,42.9,41638,49.41880013449253,48.548794055596474,-119.7408379576317,red
15630,Washington,Pacific County,Donald Trump,REP,6953,True,53049,WA,10640,10641,53.1,21281,50.002349513650685,46.55569077742675,-123.70412853981294,red
15637,Washington,Pend Oreille County,Donald Trump,REP,5728,True,53051,WA,6694,6525,50.6,13219,49.36076859066495,48.53229304731611,-117.27399511451591,red
15644,Washington,Pierce County,Joe Biden,DEM,249506,True,53053,WA,427571,432269,36.1,859840,50.2731903609974,47.02409030111075,-122.10455702303624,blue
15651,Washington,San Juan County,Joe Biden,DEM,9725,True,53055,WA,7956,8517,56.1,16473,51.70278637770898,48.57819131372923,-122.96496943944493,blue
15658,Washington,Skagit County,Joe Biden,DEM,38252,True,53057,WA,61376,62531,41.5,123907,50.46607536297384,48.479371228428434,-121.73018029479626,blue
15665,Washington,Skamania County,Donald Trump,REP,3885,True,53059,WA,5861,5759,46.3,11620,49.56110154905336,46.02303608202546,-121.91474377164604,red
15672,Washington,Snohomish County,Joe Biden,DEM,256728,True,53061,WA,394526,392094,37.8,786620,49.84541455849075,48.04747503840465,-121.69749410373258,blue
15679,Washington,Spokane County,Donald Trump,REP,148576,True,53063,WA,246906,250969,37.5,497875,50.40803414511674,47.62066276224318,-117.40403497433945,red
15686,Washington,Stevens County,Donald Trump,REP,19808,True,53065,WA,21944,22270,46.6,44214,50.36866150992898,48.399099823819896,-117.85516055896076,red
15693,Washington,Thurston County,Joe Biden,DEM,96608,True,53067,WA,134402,140282,39.0,274684,51.07032080499774,46.925772001126646,-122.83318614508309,blue
15700,Washington,Wahkiakum County,Donald Trump,REP,1741,True,53069,WA,2000,2189,54.3,4189,52.255908331343996,46.29176917758174,-123.4244201629912,red
15707,Washington,Walla Walla County,Donald Trump,REP,16400,True,53071,WA,30830,29406,37.1,60236,48.81798260176639,46.22977316189265,-118.47844046947478,red
15714,Washington,Whatcom County,Joe Biden,DEM,83660,True,53073,WA,107228,109584,37.0,216812,50.54332786008155,48.825908648791284,-121.71989204810522,blue
15721,Washington,Whitman County,Joe Biden,DEM,11184,True,53075,WA,24749,23844,24.6,48593,49.06879591710741,46.90117314410582,-117.52302705068216,blue
15728,Washington,Yakima County,Donald Trump,REP,50555,True,53077,WA,124900,124425,32.8,249325,49.90474280557507,46.45706868078072,-120.73845626087387,red
15735,West Virginia,Barbour County,Donald Trump,REP,5116,True,54001,WV,8143,8587,41.7,16730,51.326957561267186,39.132950091701886,-80.00301852047676,red
15739,West Virginia,Berkeley County,Donald Trump,REP,33279,True,54003,WV,56013,57482,38.8,113495,50.647165073351246,39.46406575509317,-78.02751272648277,red
15743,West Virginia,Boone County,Donald Trump,REP,6816,True,54005,WV,11350,11467,42.7,22817,50.25638778104046,38.02298972325529,-81.71120723636895,red
15748,West Virginia,Braxton County,Donald Trump,REP,4120,True,54007,WV,7125,7157,45.2,14282,50.11202912757317,38.69985460218355,-80.71925218802423,red
15752,West Virginia,Brooke County,Donald Trump,REP,7545,True,54009,WV,11171,11601,46.2,22772,50.944141928684346,40.273868865754366,-80.5764521299657,red
15756,West Virginia,Cabell County,Donald Trump,REP,21721,True,54011,WV,46739,48579,38.5,95318,50.96519020541765,38.420304947463094,-82.24171158128884,red
15760,West Virginia,Calhoun County,Donald Trump,REP,2364,True,54013,WV,3642,3754,47.6,7396,50.75716603569497,38.844532266382295,-81.11757809765486,red
15764,West Virginia,Clay County,Donald Trump,REP,2679,True,54015,WV,4388,4397,43.9,8785,50.05122367672169,38.462523095801025,-81.07507420084184,red
15768,West Virginia,Doddridge County,Donald Trump,REP,2619,True,54017,WV,4692,3844,45.1,8536,45.03280224929709,39.26917418647822,-80.70697157657041,red
15773,West Virginia,Fayette County,Donald Trump,REP,11580,True,54019,WV,22099,22027,43.8,44126,49.91841544667543,38.028772953604324,-81.08115811625693,red
15778,West Virginia,Gilmer County,Donald Trump,REP,2012,True,54021,WV,4733,3472,39.7,8205,42.315661182205965,38.9240487175398,-80.85705728427581,red
15783,West Virginia,Grant County,Donald Trump,REP,4871,True,54023,WV,5813,5828,46.2,11641,50.06442745468602,39.105144193167455,-79.19558582672957,red
15788,West Virginia,Greenbrier County,Donald Trump,REP,10925,True,54025,WV,17203,18144,45.4,35347,51.3310889184372,37.94692633497881,-80.45298795186602,red
15792,West Virginia,Hampshire County,Donald Trump,REP,8033,True,54027,WV,11980,11383,46.5,23363,48.7223387407439,39.31707445859142,-78.61411362508666,red
15796,West Virginia,Hancock County,Donald Trump,REP,9806,True,54029,WV,14376,15304,46.4,29680,51.5633423180593,40.521861527337215,-80.57389981356093,red
15801,West Virginia,Hardy County,Donald Trump,REP,4859,True,54031,WV,7112,6730,45.4,13842,48.62014159803498,39.007534691177156,-78.85794895166981,red
15805,West Virginia,Harrison County,Donald Trump,REP,20683,True,54033,WV,33301,34908,42.3,68209,51.17799703851397,39.283530962034376,-80.37985599386622,red
15810,West Virginia,Jackson County,Donald Trump,REP,10093,True,54035,WV,14417,14601,43.4,29018,50.317044593011246,38.83448426304082,-81.6748025032277,red
15815,West Virginia,Jefferson County,Donald Trump,REP,15033,True,54037,WV,27743,28436,40.7,56179,50.616778511543465,39.30757780182349,-77.8627969887457,red
15819,West Virginia,Kanawha County,Donald Trump,REP,46398,True,54039,WV,89483,96227,43.3,185710,51.81573420925098,38.33656863654687,-81.52809332130305,red
15824,West Virginia,Lewis County,Donald Trump,REP,5782,True,54041,WV,8202,8074,42.9,16276,49.606782993364455,38.9958665461525,-80.50217410707704,red
15829,West Virginia,Lincoln County,Donald Trump,REP,6012,True,54043,WV,10539,10539,43.0,21078,50.0,38.17534900782263,-82.07039115796006,red
15833,West Virginia,Logan County,Donald Trump,REP,10534,True,54045,WV,16672,17129,43.3,33801,50.676015502499936,37.831533040614524,-81.93533022655205,red
15838,West Virginia,McDowell County,Donald Trump,REP,5148,True,54047,WV,9837,9380,44.6,19217,48.810948639225685,37.37845590595062,-81.65360621306027,red
15843,West Virginia,Marion County,Donald Trump,REP,16300,True,54049,WV,27819,28678,41.2,56497,50.76021735667381,39.51000058420361,-80.2433885830313,red
15847,West Virginia,Marshall County,Donald Trump,REP,10435,True,54051,WV,15730,15915,45.2,31645,50.292305261494704,39.86059886120608,-80.66340416845865,red
15852,West Virginia,Mason County,Donald Trump,REP,8491,True,54053,WV,13026,13913,44.1,26939,51.64631203830877,38.769721069920365,-82.02656336987266,red
15856,West Virginia,Mercer County,Donald Trump,REP,19237,True,54055,WV,28728,31758,42.7,60486,52.504711834143436,37.405511980238046,-81.11143791110499,red
15861,West Virginia,Mineral County,Donald Trump,REP,10040,True,54057,WV,13649,13629,43.9,27278,49.963340420851964,39.41467204130158,-78.94381937414138,red
15865,West Virginia,Mingo County,Donald Trump,REP,8544,True,54059,WV,12024,12717,42.7,24741,51.400509276100394,37.726416771791094,-82.13469117106264,red
15870,West Virginia,Monongalia County,Donald Trump,REP,20803,True,54061,WV,54501,50751,31.2,105252,48.218561167483756,39.63032134864522,-80.04655650681406,red
15874,West Virginia,Monroe County,Donald Trump,REP,5068,True,54063,WV,6683,6784,46.7,13467,50.374990718051535,37.56038407853501,-80.55049861699615,red
15878,West Virginia,Morgan County,Donald Trump,REP,6537,True,54065,WV,8763,8861,47.6,17624,50.278029959146615,39.56044005886782,-78.25779500257538,red
15882,West Virginia,Nicholas County,Donald Trump,REP,8279,True,54067,WV,12420,12904,45.0,25324,50.95561522666245,38.291693641703546,-80.79934457632169,red
15886,West Virginia,Ohio County,Donald Trump,REP,12354,True,54069,WV,20465,22082,43.5,42547,51.9002514865913,40.09694844943342,-80.61891678345727,red
15890,West Virginia,Pendleton County,Donald Trump,REP,2782,True,54071,WV,3622,3434,50.5,7056,48.66780045351474,38.68074812184639,-79.3508925264053,red
15894,West Virginia,Pleasants County,Donald Trump,REP,2742,True,54073,WV,4064,3443,43.4,7507,45.86386039696284,39.370954253397386,-81.16060931567999,red
15898,West Virginia,Pocahontas County,Donald Trump,REP,2895,True,54075,WV,4377,4154,48.7,8531,48.69300199273239,38.331798617393865,-80.0077819962417,red
15903,West Virginia,Preston County,Donald Trump,REP,11190,True,54077,WV,17408,16429,42.4,33837,48.553358749298106,39.46932615166728,-79.66816176510684,red
15907,West Virginia,Putnam County,Donald Trump,REP,20034,True,54079,WV,27862,28790,41.8,56652,50.819035515074475,38.50861836799542,-81.90899114146242,red
15911,West Virginia,Raleigh County,Donald Trump,REP,24673,True,54081,WV,38188,38044,42.4,76232,49.90555147444642,37.77135893408778,-81.24865057778747,red
15915,West Virginia,Randolph County,Donald Trump,REP,8673,True,54083,WV,14861,14204,43.5,29065,48.86977464304146,38.77475362460383,-79.87578835571122,red
15920,West Virginia,Ritchie County,Donald Trump,REP,3649,True,54085,WV,4965,4967,46.0,9932,50.01006846556585,39.17825796134736,-81.06297956079571,red
15925,West Virginia,Roane County,Donald Trump,REP,4213,True,54087,WV,7034,7171,45.1,14205,50.48222456881379,38.71402336817256,-81.34835068225239,red
15929,West Virginia,Summers County,Donald Trump,REP,4074,True,54089,WV,5994,7024,48.2,13018,53.95606083883853,37.655855670053725,-80.85856067514834,red
15933,West Virginia,Taylor County,Donald Trump,REP,5477,True,54091,WV,8580,8371,43.2,16951,49.38351719662557,39.335980079006696,-80.04618853706661,red
15937,West Virginia,Tucker County,Donald Trump,REP,2841,True,54093,WV,3540,3487,48.7,7027,49.622883164935246,39.11359283349716,-79.56498524121163,red
15941,West Virginia,Tyler County,Donald Trump,REP,3226,True,54095,WV,4437,4472,46.7,8909,50.19643057582221,39.465275511553614,-80.88483878572023,red
15946,West Virginia,Upshur County,Donald Trump,REP,7771,True,54097,WV,12200,12405,42.0,24605,50.416581995529356,38.897844461359,-80.23344085794245,red
15950,West Virginia,Wayne County,Donald Trump,REP,12585,True,54099,WV,19835,20873,43.7,40708,51.27493367397072,38.14594654754145,-82.42696105484488,red
15955,West Virginia,Webster County,Donald Trump,REP,2759,True,54101,WV,4199,4319,46.8,8518,50.704390702042744,38.494702032677075,-80.42186956133527,red
15959,West Virginia,Wetzel County,Donald Trump,REP,4993,True,54103,WV,7586,8028,45.9,15614,51.415396439093115,39.60528121404712,-80.63911410575787,red
15964,West Virginia,Wirt County,Donald Trump,REP,2134,True,54105,WV,2922,2875,44.7,5797,49.59461790581335,39.022446865899546,-81.37868924801539,red
15968,West Virginia,Wood County,Donald Trump,REP,27202,True,54107,WV,41246,44310,43.3,85556,51.79064004862313,39.21116519909837,-81.5150328916059,red
15973,West Virginia,Wyoming County,Donald Trump,REP,7353,True,54109,WV,10695,11016,44.2,21711,50.73925659803786,37.609608606241046,-81.54919609856942,red
15978,Wisconsin,Adams County,Donald Trump,REP,7362,True,55001,WI,10783,9290,53.3,20073,46.28107407960943,43.969533518187895,-89.77038800769999,red
15984,Wisconsin,Ashland County,Joe Biden,DEM,4801,True,55003,WI,7930,7782,41.8,15712,49.52902240325866,46.31608492375685,-90.67794382907972,blue
15990,Wisconsin,Barron County,Donald Trump,REP,15803,True,55005,WI,22616,22636,44.1,45252,50.02209847078583,45.42368241495915,-91.84830960594765,red
15996,Wisconsin,Bayfield County,Joe Biden,DEM,6147,True,55007,WI,7632,7360,52.0,14992,49.092849519743865,46.52376232321817,-91.20078815611456,blue
16002,Wisconsin,Brown County,Donald Trump,REP,75871,True,55009,WI,128824,130962,37.2,259786,50.41149253616438,44.45294303999047,-88.00373326610256,red
16008,Wisconsin,Buffalo County,Donald Trump,REP,4834,True,55011,WI,6658,6509,46.0,13167,49.43419153945469,44.37983087215831,-91.75445479681223,red
16014,Wisconsin,Burnett County,Donald Trump,REP,6462,True,55013,WI,7832,7426,52.5,15258,48.669550399790275,45.86266969274587,-92.36757937209974,red
16020,Wisconsin,Calumet County,Donald Trump,REP,18156,True,55015,WI,24954,24853,40.1,49807,49.89860862930913,44.08160413634329,-88.21805754556263,red
16026,Wisconsin,Chippewa County,Donald Trump,REP,21317,True,55017,WI,33078,30557,40.9,63635,48.01917183939656,45.06940795359891,-91.27984423185914,red
16032,Wisconsin,Clark County,Donald Trump,REP,10002,True,55019,WI,17478,17013,37.6,34491,49.32591110724537,44.734737132626286,-90.61207331349482,red
16038,Wisconsin,Columbia County,Donald Trump,REP,16927,True,55021,WI,29047,27907,42.4,56954,48.99919233065281,43.4666355066907,-89.33373880855484,red
16044,Wisconsin,Crawford County,Donald Trump,REP,4620,True,55023,WI,8490,7798,46.0,16288,47.875736738703345,43.23947040356966,-90.93104339108773,red
16050,Wisconsin,Dane County,Joe Biden,DEM,260185,True,55025,WI,263322,266521,34.9,529843,50.30188187821676,43.06730936877487,-89.41814358782743,blue
16056,Wisconsin,Dodge County,Donald Trump,REP,31355,True,55027,WI,45777,41999,42.5,87776,47.84793109733867,43.41629510754743,-88.70752142341385,red
16062,Wisconsin,Door County,Joe Biden,DEM,10044,True,55029,WI,13535,13904,52.4,27439,50.67240059768942,44.94729999756532,-87.31350351862089,blue
16068,Wisconsin,Douglas County,Joe Biden,DEM,13218,True,55031,WI,21757,21645,41.9,43402,49.87097368784847,46.4328745992511,-91.91616249491273,blue
16074,Wisconsin,Dunn County,Donald Trump,REP,13173,True,55033,WI,22372,22126,34.3,44498,49.72358308238572,44.94656070997548,-91.89641427605706,red
16080,Wisconsin,Eau Claire County,Joe Biden,DEM,31620,True,55035,WI,50874,52117,34.4,102991,50.603450786961965,44.72678037921127,-91.28598002887192,blue
16086,Wisconsin,Florence County,Donald Trump,REP,2133,True,55037,WI,2275,2062,52.4,4337,47.54438551994466,45.84846007090517,-88.39809982151195,red
16092,Wisconsin,Fond du Lac County,Donald Trump,REP,35754,True,55039,WI,50302,52013,41.5,102315,50.836143282998584,43.753584047845536,-88.48825558185526,red
16098,Wisconsin,Forest County,Donald Trump,REP,3285,True,55041,WI,4541,4477,46.7,9018,49.6451541361721,45.66734375328014,-88.77042824432922,red
16104,Wisconsin,Grant County,Donald Trump,REP,14142,True,55043,WI,26920,24908,35.7,51828,48.058964266419686,42.86747934111468,-90.70620463773062,red
16110,Wisconsin,Green County,Joe Biden,DEM,10851,True,55045,WI,18230,18634,42.9,36864,50.547960069444436,42.679979548316744,-89.6022100076906,blue
16116,Wisconsin,Green Lake County,Donald Trump,REP,7168,True,55047,WI,9437,9320,45.4,18757,49.688116436530365,43.80040174076643,-89.04486894128625,red
16122,Wisconsin,Iowa County,Joe Biden,DEM,7828,True,55049,WI,11892,11728,42.5,23620,49.6528365791702,43.00047853821773,-90.13537425294402,blue
16128,Wisconsin,Iron County,Donald Trump,REP,2438,True,55051,WI,2915,2800,54.5,5715,48.99387576552931,46.26226573496828,-90.24206341263836,red
16134,Wisconsin,Jackson County,Donald Trump,REP,5791,True,55053,WI,10955,9551,41.6,20506,46.576611723398024,44.31916668493586,-90.80524770162916,red
16140,Wisconsin,Jefferson County,Donald Trump,REP,27208,True,55055,WI,42343,42309,40.7,84652,49.97991778103293,43.02082846610268,-88.77588315426728,red
16146,Wisconsin,Juneau County,Donald Trump,REP,8749,True,55057,WI,14067,12352,45.2,26419,46.754229910291826,43.92459315153153,-90.1137720554388,red
16152,Wisconsin,Kenosha County,Donald Trump,REP,44972,True,55059,WI,83312,85018,38.2,168330,50.5067427077764,42.57692388863588,-88.04236244075346,red
16158,Wisconsin,Kewaunee County,Donald Trump,REP,7927,True,55061,WI,10279,10081,44.2,20360,49.51375245579568,44.51607781429865,-87.61528358579086,red
16164,Wisconsin,La Crosse County,Joe Biden,DEM,37846,True,55063,WI,57361,60489,35.8,117850,51.327110733983886,43.90657567582268,-91.1152154016196,blue
16170,Wisconsin,Lafayette County,Donald Trump,REP,4821,True,55065,WI,8443,8292,41.4,16735,49.54884971616373,42.66048835615173,-90.1316996493788,red
16176,Wisconsin,Langlade County,Donald Trump,REP,7330,True,55067,WI,9721,9443,48.2,19164,49.2746816948445,45.262348645760994,-89.07193257529595,red
16182,Wisconsin,Lincoln County,Donald Trump,REP,10017,True,55069,WI,13999,13849,47.2,27848,49.730680838839405,45.337437348838854,-89.73459921600416,red
16188,Wisconsin,Manitowoc County,Donald Trump,REP,27218,True,55071,WI,39451,39956,44.7,79407,50.31798204188548,44.11992689506129,-87.80966931817903,red
16194,Wisconsin,Marathon County,Donald Trump,REP,44624,True,55073,WI,67976,67288,40.6,135264,49.74568251715164,44.89829552775885,-89.75908861088047,red
16200,Wisconsin,Marinette County,Donald Trump,REP,15304,True,55075,WI,20375,20162,48.3,40537,49.737277055529525,45.3829226955478,-88.03328216011452,red
16206,Wisconsin,Marquette County,Donald Trump,REP,5719,True,55077,WI,7746,7461,49.8,15207,49.06293154468337,43.81955995590499,-89.39872545322577,red
16212,Wisconsin,Menominee County,Joe Biden,DEM,1303,True,55078,WI,2324,2255,31.7,4579,49.24656038436339,45.00437743143281,-88.71004163326674,blue
16218,Wisconsin,Milwaukee County,Joe Biden,DEM,317270,True,55079,WI,461670,492539,34.7,954209,51.61751775554412,43.00719656824836,-87.96677179509463,blue
16224,Wisconsin,Monroe County,Donald Trump,REP,13775,True,55081,WI,23019,22483,39.5,45502,49.41101490044394,43.94574599348095,-90.61779583506019,red
16230,Wisconsin,Oconto County,Donald Trump,REP,16226,True,55083,WI,19187,18369,46.5,37556,48.910959633613814,45.026173209500094,-88.26921836889574,red
16236,Wisconsin,Oneida County,Donald Trump,REP,13671,True,55085,WI,17724,17621,50.9,35345,49.85429339369076,45.70555558620628,-89.52180829257263,red
16242,Wisconsin,Outagamie County,Donald Trump,REP,58385,True,55087,WI,92241,92513,37.9,184754,50.07361139677624,44.41609215634503,-88.46494824553355,red
16248,Wisconsin,Ozaukee County,Donald Trump,REP,33912,True,55089,WI,43342,44942,43.9,88284,50.906166462779204,43.38403072871215,-87.95090547952354,red
16254,Wisconsin,Pepin County,Donald Trump,REP,2584,True,55091,WI,3696,3566,46.3,7262,49.10492977141283,44.5829195207847,-92.00153218413878,red
16260,Wisconsin,Pierce County,Donald Trump,REP,12815,True,55093,WI,20641,20962,36.8,41603,50.38578948633511,44.71963001026696,-92.42241269562858,red
16266,Wisconsin,Polk County,Donald Trump,REP,16611,True,55095,WI,21842,21507,45.2,43349,49.61360123647604,45.46141825672946,-92.44134465230695,red
16272,Wisconsin,Portage County,Joe Biden,DEM,20428,True,55097,WI,35508,35091,36.7,70599,49.70467003781922,44.47603876742341,-89.5013967624557,blue
16278,Wisconsin,Price County,Donald Trump,REP,5394,True,55099,WI,6813,6677,51.6,13490,49.49592290585619,45.680393341290376,-90.36139953905399,red
16284,Wisconsin,Racine County,Donald Trump,REP,54479,True,55101,WI,96702,98696,40.1,195398,50.510240637058715,42.747454700040976,-88.06121440604994,red
16290,Wisconsin,Richland County,Donald Trump,REP,4871,True,55103,WI,8834,8705,45.1,17539,49.632248132732755,43.375634733783016,-90.42948051919869,red
16296,Wisconsin,Rock County,Joe Biden,DEM,46658,True,55105,WI,79654,82115,39.5,161769,50.76065253540543,42.67122924137983,-89.07157742735463,blue
16302,Wisconsin,Rusk County,Donald Trump,REP,5257,True,55107,WI,7109,7074,49.1,14183,49.876612846365354,45.47514300437482,-91.13316554806518,red
16308,Wisconsin,St. Croix County,Donald Trump,REP,32199,True,55109,WI,43899,44018,38.6,87917,50.06767746852145,45.03407067087218,-92.4527963759755,red
16314,Wisconsin,Sauk County,Joe Biden,DEM,18108,True,55111,WI,31747,31849,41.2,63596,50.080193722875656,43.42666626739072,-89.94822348373599,blue
16320,Wisconsin,Sawyer County,Donald Trump,REP,5909,True,55113,WI,8339,8031,50.2,16370,49.05925473427001,45.8799767674683,-91.1445439052323,red
16326,Wisconsin,Shawano County,Donald Trump,REP,15173,True,55115,WI,20521,20488,45.0,41009,49.9597649296496,44.78914999559765,-88.76540956266676,red
16332,Wisconsin,Sheboygan County,Donald Trump,REP,37609,True,55117,WI,57922,57283,41.3,115205,49.722668286966716,43.72117335143764,-87.94536569366879,red
16338,Wisconsin,Taylor County,Donald Trump,REP,7657,True,55119,WI,10385,9971,43.4,20356,48.983100805659255,45.211593450821454,-90.50123901028836,red
16344,Wisconsin,Trempealeau County,Donald Trump,REP,8833,True,55121,WI,14932,14506,40.5,29438,49.276445410693654,44.303966339012426,-91.35845637716845,red
16350,Wisconsin,Vernon County,Donald Trump,REP,8218,True,55123,WI,15302,15214,41.9,30516,49.85581334381964,43.59387226348324,-90.83441066225477,red
16356,Wisconsin,Vilas County,Donald Trump,REP,9261,True,55125,WI,10931,10662,54.1,21593,49.3771129532719,46.0529069879058,-89.5148395388355,red
16362,Wisconsin,Walworth County,Donald Trump,REP,33851,True,55127,WI,51374,51639,39.7,103013,50.128624542533466,42.668491093472205,-88.54193618063775,red
16368,Wisconsin,Washburn County,Donald Trump,REP,6334,True,55129,WI,7771,7918,50.7,15689,50.46848110140864,45.899229335235674,-91.79122077582979,red
16374,Wisconsin,Washington County,Donald Trump,REP,60237,True,55131,WI,66754,67781,42.9,134535,50.381685063366405,43.36847519860362,-88.23072509206618,red
16380,Wisconsin,Waukesha County,Donald Trump,REP,159649,True,55133,WI,196103,202776,43.2,398879,50.83646920494687,43.018222094716386,-88.30451375640772,red
16386,Wisconsin,Waupaca County,Donald Trump,REP,18952,True,55135,WI,26297,25147,45.4,51444,48.88227976051629,44.47048885669864,-88.96478759262938,red
16392,Wisconsin,Waushara County,Donald Trump,REP,9016,True,55137,WI,12641,11475,49.0,24116,47.582517830485976,44.113129675172225,-89.24289699047546,red
16398,Wisconsin,Winnebago County,Donald Trump,REP,47796,True,55139,WI,85597,84329,38.2,169926,49.62689641373304,44.06888991370729,-88.64464869291888,red
16404,Wisconsin,Wood County,Donald Trump,REP,24308,True,55141,WI,36056,37218,43.8,73274,50.792914266997855,44.45533660794357,-90.04156868779889,red
16410,Wyoming,Albany County,Joe Biden,DEM,9092,True,56001,WY,19916,18186,27.3,38102,47.72977796441132,41.65452907937298,-105.723815810772,blue
16415,Wyoming,Big Horn County,Donald Trump,REP,4806,True,56003,WY,6033,5868,41.3,11901,49.30678094277792,44.52669010655889,-107.995183240651,red
16420,Wyoming,Campbell County,Donald Trump,REP,16975,True,56005,WY,24559,23149,33.5,47708,48.52226041754003,44.24818847891754,-105.5482082947556,red
16425,Wyoming,Carbon County,Donald Trump,REP,5014,True,56007,WY,8332,7145,38.0,15477,46.1652775085611,41.69435954761483,-106.9306670306716,red
16430,Wyoming,Converse County,Donald Trump,REP,5917,True,56009,WY,7206,6791,40.1,13997,48.51753947274416,42.97233569012719,-105.50715798405226,red
16435,Wyoming,Crook County,Donald Trump,REP,3651,True,56011,WY,3730,3680,42.6,7410,49.66261808367072,44.588504780376724,-104.5699359097433,red
16440,Wyoming,Fremont County,Donald Trump,REP,12007,True,56013,WY,20135,19941,38.4,40076,49.75795987623516,43.040546255688064,-108.63045837412486,red
16445,Wyoming,Goshen County,Donald Trump,REP,4878,True,56015,WY,6948,6490,43.4,13438,48.29587736270278,42.08791523338691,-104.35331226204426,red
16450,Wyoming,Hot Springs County,Donald Trump,REP,1999,True,56017,WY,2387,2293,49.5,4680,48.9957264957265,43.718953251324216,-108.44215510449541,red
